,persona.region,persona.sex,persona.age,persona.country,persona.marital_status,persona.education,persona.social_class,question.id,question.variant,response.id,response.answer
0,North Carolina,male,42,United States,married,middle,lower middle class,Q239,0,4,3
1,California,male,28,United States,single,middle,lower middle class,Q239,0,4,3
2,California,female,30,United States,married,higher,lower middle class,Q239,0,4,3
3,North Carolina,male,38,United States,married,higher,working class,Q239,0,4,3
4,Nebraska,female,57,United States,married,lower,working class,Q239,0,4,3
5,Indiana,female,35,United States,married,higher,lower middle class,Q239,0,4,3
6,Washington,female,29,United States,married,middle,upper middle class,Q239,0,4,3
7,Nebraska,female,20,United States,single,middle,lower middle class,Q239,0,4,3
8,North Carolina,male,19,United States,single,middle,lower middle class,Q239,0,4,3
9,Michigan,male,24,United States,single,higher,lower middle class,Q239,0,4,3
10,Oklahoma,female,39,United States,divorced,middle,working class,Q239,0,4,3
11,Wisconsin,female,55,United States,married,middle,working class,Q239,0,4,2
12,Massachusetts,male,22,United States,single,middle,lower middle class,Q239,0,4,3
13,Georgia,male,27,United States,single,middle,working class,Q239,0,4,2
14,Missouri,female,36,United States,married,middle,upper middle class,Q239,0,4,2
15,Kentucky,male,58,United States,married,higher,lower middle class,Q239,0,4,4
16,Minnesota,female,37,United States,married,middle,lower middle class,Q239,0,4,3
17,North Carolina,male,28,United States,married,middle,lower middle class,Q239,0,4,3
18,Illinois,female,57,United States,divorced,middle,lower middle class,Q239,0,4,3
19,Tennessee,female,42,United States,married,middle,working class,Q239,0,4,4
20,Maine,female,22,United States,single,higher,lower middle class,Q239,0,4,3
21,New Jersey,female,39,United States,married,middle,lower middle class,Q239,0,4,3
22,Michigan,female,54,United States,married,middle,working class,Q239,0,4,3
23,Florida,male,38,United States,married,middle,lower middle class,Q239,0,4,3
24,Hawaii,female,36,United States,married,higher,lower middle class,Q239,0,4,3
25,New Jersey,male,57,United States,married,middle,working class,Q239,0,4,4
26,Alabama,male,60,United States,married,middle,lower middle class,Q239,0,4,3
27,Kentucky,male,52,United States,married,middle,working class,Q239,0,4,2
28,Virginia,male,45,United States,divorced,higher,upper middle class,Q239,0,4,2
29,New York,male,38,United States,single,higher,lower class,Q239,0,4,3
30,Kentucky,female,37,United States,married,middle,working class,Q239,0,4,3
31,Missouri,female,34,United States,married,middle,lower class,Q239,0,4,3
32,Pennsylvania,female,30,United States,divorced,lower,lower class,Q239,0,4,3
33,Arizona,male,38,United States,married,middle,working class,Q239,0,4,3
34,Kentucky,female,30,United States,married,higher,lower class,Q239,0,4,3
35,Pennsylvania,female,35,United States,married,middle,working class,Q239,0,4,3
36,Maine,male,52,United States,married,middle,lower class,Q239,0,4,3
37,Michigan,female,35,United States,married,middle,lower class,Q239,0,4,3
38,North Carolina,male,34,United States,single,higher,working class,Q239,0,4,3
39,California,female,49,United States,married,higher,lower middle class,Q239,0,4,2
40,North Carolina,male,49,United States,married,middle,lower class,Q239,0,4,4
41,Oklahoma,female,25,United States,married,middle,lower class,Q239,0,4,3
42,New Jersey,male,55,United States,married,middle,working class,Q239,0,4,3
43,North Carolina,male,52,United States,married,higher,lower middle class,Q239,0,4,2
44,Massachusetts,male,39,United States,married,middle,lower class,Q239,0,4,3
45,Wisconsin,female,24,United States,single,higher,lower middle class,Q239,0,4,3
46,Texas,male,64,United States,married,higher,lower middle class,Q239,0,4,2
47,Ohio,female,29,United States,married,middle,lower class,Q239,0,4,3
48,Texas,female,63,United States,married,higher,lower middle class,Q239,0,4,3
49,Oklahoma,male,20,United States,single,middle,upper middle class,Q239,0,4,1
50,Connecticut,female,40,United States,single,middle,lower middle class,Q239,0,4,3
51,Ohio,female,24,United States,married,middle,working class,Q239,0,4,2
